unidade,categoria,ano_mes,faturamento_categoria,percentual_perda,valor_perda,meta_percentual
U008,Padaria,2025-03,185631.29,2.88,5346.18,2.0
U008,Padaria,2025-04,157897.83,2.63,4152.71,2.0
U008,Padaria,2025-05,146494.51,2.72,3984.65,2.0
U008,Padaria,2025-06,156675.45,2.7,4230.24,2.0
U008,Frios e Laticínios,2023-06,182096.22,5.64,10270.23,2.0
U008,Frios e Laticínios,2023-07,191415.13,5.71,10929.8,2.0
U008,Frios e Laticínios,2023-08,190566.43,5.88,11205.31,2.0
U008,Frios e Laticínios,2023-09,192900.25,5.62,10840.99,2.0
U008,Frios e Laticínios,2023-10,154354.55,5.95,9184.1,2.0
U008,Frios e Laticínios,2023-11,163271.76,5.57,9094.24,2.0
U008,Frios e Laticínios,2023-12,180712.44,5.42,9794.61,2.0
U008,Frios e Laticínios,2024-01,152025.72,5.34,8118.17,2.0
U008,Frios e Laticínios,2024-02,183629.97,4.52,8300.07,2.0
U008,Frios e Laticínios,2024-03,182834.35,5.15,9415.97,2.0
U008,Frios e Laticínios,2024-04,176766.58,3.78,6681.78,2.0
U008,Frios e Laticínios,2024-05,173939.98,3.71,6453.17,2.0
U008,Frios e Laticínios,2024-06,151524.14,4.42,6697.37,2.0
U008,Frios e Laticínios,2024-07,180439.77,4.38,7903.26,2.0
U008,Frios e Laticínios,2024-08,155647.61,3.45,5369.84,2.0
U008,Frios e Laticínios,2024-09,188819.78,3.51,6627.57,2.0
U008,Frios e Laticínios,2024-10,151555.35,3.48,5274.13,2.0
U008,Frios e Laticínios,2024-11,151392.88,2.77,4193.58,2.0
U008,Frios e Laticínios,2024-12,155242.4,3.35,5200.62,2.0
U008,Frios e Laticínios,2025-01,160630.37,2.96,4754.66,2.0
U008,Frios e Laticínios,2025-02,165299.36,2.9,4793.68,2.0
U008,Frios e Laticínios,2025-03,190735.03,2.31,4405.98,2.0
U008,Frios e Laticínios,2025-04,181175.31,2.45,4438.8,2.0
U008,Frios e Laticínios,2025-05,194507.99,2.47,4804.35,2.0
U008,Frios e Laticínios,2025-06,163321.78,1.79,2923.46,2.0
U008,Mercearia,2023-06,171519.85,1.79,3070.21,2.0
U008,Mercearia,2023-07,186880.51,2.16,4036.62,2.0
U008,Mercearia,2023-08,155088.95,1.63,2527.95,2.0
U008,Mercearia,2023-09,180660.63,2.01,3631.28,2.0
U008,Mercearia,2023-10,170181.79,1.73,2944.14,2.0
U008,Mercearia,2023-11,189177.18,1.55,2932.25,2.0
U008,Mercearia,2023-12,190612.48,1.62,3087.92,2.0
U008,Mercearia,2024-01,149616.87,1.67,2498.6,2.0
U008,Mercearia,2024-02,156839.02,1.49,2336.9,2.0
U008,Mercearia,2024-03,176017.2,1.69,2974.69,2.0
U008,Mercearia,2024-04,154443.14,1.26,1945.98,2.0
U008,Mercearia,2024-05,169770.51,1.35,2291.9,2.0
U008,Mercearia,2024-06,165662.47,1.38,2286.14,2.0
U008,Mercearia,2024-07,146022.24,1.24,1810.68,2.0
U008,Mercearia,2024-08,162880.09,1.27,2068.58,2.0
U008,Mercearia,2024-09,169340.97,1.02,1727.28,2.0
U008,Mercearia,2024-10,148048.19,1.3,1924.63,2.0
U008,Mercearia,2024-11,180221.52,0.96,1730.13,2.0
U008,Mercearia,2024-12,159771.67,0.96,1533.81,2.0
U008,Mercearia,2025-01,159192.05,0.97,1544.16,2.0
U008,Mercearia,2025-02,172876.21,0.94,1625.04,2.0
U008,Mercearia,2025-03,196740.82,0.98,1928.06,2.0
U008,Mercearia,2025-04,174546.61,0.7,1221.83,2.0
U008,Mercearia,2025-05,190579.68,0.82,1562.75,2.0
U008,Mercearia,2025-06,178273.81,0.76,1354.88,2.0
U008,Bebidas,2023-06,164378.25,1.56,2564.3,2.0
U008,Bebidas,2023-07,186616.22,1.36,2537.98,2.0
U008,Bebidas,2023-08,193987.39,1.58,3065.0,2.0
U008,Bebidas,2023-09,161348.36,1.45,2339.55,2.0
U008,Bebidas,2023-10,183747.37,1.44,2645.96,2.0
U008,Bebidas,2023-11,178382.21,1.3,2318.97,2.0
U008,Bebidas,2023-12,174038.07,1.2,2088.46,2.0
U008,Bebidas,2024-01,148823.09,1.18,1756.11,2.0
U008,Bebidas,2024-02,162336.0,1.12,1818.16,2.0
U008,Bebidas,2024-03,170475.4,1.3,2216.18,2.0
U008,Bebidas,2024-04,158233.13,1.05,1661.45,2.0
U008,Bebidas,2024-05,163674.99,0.97,1587.65,2.0
U008,Bebidas,2024-06,146086.24,0.9,1314.78,2.0
U008,Bebidas,2024-07,169017.95,1.08,1825.39,2.0
U008,Bebidas,2024-08,174963.1,0.92,1609.66,2.0
U008,Bebidas,2024-09,154401.56,0.84,1296.97,2.0
U008,Bebidas,2024-10,161219.46,0.74,1193.02,2.0
U008,Bebidas,2024-11,183085.11,0.76,1391.45,2.0
U008,Bebidas,2024-12,193924.95,0.78,1512.61,2.0
U008,Bebidas,2025-01,193091.54,0.69,1332.33,2.0
U008,Bebidas,2025-02,149830.22,0.7,1048.81,2.0
U008,Bebidas,2025-03,175567.57,0.58,1018.29,2.0
U008,Bebidas,2025-04,164073.09,0.69,1132.1,2.0
U008,Bebidas,2025-05,167739.59,0.61,1023.21,2.0
U008,Bebidas,2025-06,149198.42,0.58,865.35,2.0
U008,Congelados,2023-06,191954.01,2.99,5739.42,2.0
U008,Congelados,2023-07,158959.16,2.72,4323.69,2.0
U008,Congelados,2023-08,154177.63,2.43,3746.52,2.0
U008,Congelados,2023-09,181940.32,2.56,4657.67,2.0
U008,Congelados,2023-10,166263.78,2.45,4073.46,2.0
U008,Congelados,2023-11,176720.69,2.36,4170.61,2.0
U008,Congelados,2023-12,179044.83,2.79,4995.35,2.0
U008,Congelados,2024-01,183457.17,2.21,4054.4,2.0
U008,Congelados,2024-02,176623.97,2.68,4733.52,2.0
U008,Congelados,2024-03,187344.18,1.98,3709.41,2.0
U008,Congelados,2024-04,163259.68,2.43,3967.21,2.0
U008,Congelados,2024-05,155391.96,1.88,2921.37,2.0
U008,Congelados,2024-06,190737.02,2.05,3910.11,2.0
U008,Congelados,2024-07,193177.09,2.03,3921.49,2.0
U008,Congelados,2024-08,162518.58,1.7,2762.82,2.0
U008,Congelados,2024-09,179087.99,1.91,3420.58,2.0
U008,Congelados,2024-10,180632.42,1.65,2980.43,2.0
U008,Congelados,2024-11,148668.76,1.54,2289.5,2.0
U008,Congelados,2024-12,148052.44,1.5,2220.79,2.0
U008,Congelados,2025-01,162918.16,1.51,2460.06,2.0
U008,Congelados,2025-02,176460.7,1.37,2417.51,2.0
U008,Congelados,2025-03,169545.16,1.2,2034.54,2.0
U008,Congelados,2025-04,193300.58,1.04,2010.33,2.0
U008,Congelados,2025-05,196501.27,1.15,2259.76,2.0
U008,Congelados,2025-06,177289.76,0.91,1613.34,2.0
U009,Hortifruti,2023-06,243964.24,9.61,23444.96,2.0
U009,Hortifruti,2023-07,230620.49,7.69,17734.72,2.0
U009,Hortifruti,2023-08,277754.52,7.6,21109.34,2.0
U009,Hortifruti,2023-09,281367.05,7.25,20399.11,2.0
U009,Hortifruti,2023-10,260125.27,7.84,20393.82,2.0
U009,Hortifruti,2023-11,261385.31,7.99,20884.69,2.0
U009,Hortifruti,2023-12,264978.19,7.89,20906.78,2.0
U009,Hortifruti,2024-01,275740.69,6.92,19081.26,2.0
U009,Hortifruti,2024-02,273453.04,6.54,17883.83,2.0
U009,Hortifruti,2024-03,278433.64,7.34,20437.03,2.0
U009,Hortifruti,2024-04,278172.46,6.19,17218.88,2.0
U009,Hortifruti,2024-05,253529.56,7.22,18304.83,2.0
U009,Hortifruti,2024-06,258942.01,5.67,14682.01,2.0
U009,Hortifruti,2024-07,228743.84,6.6,15097.09,2.0
U009,Hortifruti,2024-08,255273.19,4.76,12151.0,2.0
U009,Hortifruti,2024-09,278292.64,5.59,15556.56,2.0
U009,Hortifruti,2024-10,294906.23,4.89,14420.91,2.0
U009,Hortifruti,2024-11,276936.81,4.46,12351.38,2.0
U009,Hortifruti,2024-12,220727.67,4.05,8939.47,2.0
U009,Hortifruti,2025-01,223212.83,3.89,8682.98,2.0
U009,Hortifruti,2025-02,261404.83,4.13,10796.02,2.0
U009,Hortifruti,2025-03,291066.23,3.51,10216.42,2.0
U009,Hortifruti,2025-04,230090.04,3.49,8030.14,2.0
U009,Hortifruti,2025-05,275483.33,3.07,8457.34,2.0
U009,Hortifruti,2025-06,231074.74,3.55,8203.15,2.0
U009,Açougue,2023-06,278596.69,5.58,15545.7,2.0
U009,Açougue,2023-07,294351.26,5.84,17190.11,2.0
U009,Açougue,2023-08,267643.97,6.15,16460.1,2.0
U009,Açougue,2023-09,280326.94,5.69,15950.6,2.0
U009,Açougue,2023-10,243552.74,5.73,13955.57,2.0
U009,Açougue,2023-11,226887.76,6.3,14293.93,2.0
U009,Açougue,2023-12,223619.57,5.82,13014.66,2.0
U009,Açougue,2024-01,249571.57,5.5,13726.44,2.0
U009,Açougue,2024-02,223198.88,5.65,12610.74,2.0
U009,Açougue,2024-03,250194.4,5.01,12534.74,2.0
U009,Açougue,2024-04,291467.62,5.34,15564.37,2.0
U009,Açougue,2024-05,235857.81,4.74,11179.66,2.0
U009,Açougue,2024-06,238807.6,4.06,9695.59,2.0
U009,Açougue,2024-07,236420.79,4.13,9764.18,2.0
U009,Açougue,2024-08,277135.77,3.68,10198.6,2.0
U009,Açougue,2024-09,241595.51,4.02,9712.14,2.0
U009,Açougue,2024-10,235281.29,4.23,9952.4,2.0
U009,Açougue,2024-11,230661.53,3.58,8257.68,2.0
U009,Açougue,2024-12,285628.98,3.69,10539.71,2.0
U009,Açougue,2025-01,276547.34,2.93,8102.84,2.0
U009,Açougue,2025-02,240369.37,3.27,7860.08,2.0
U009,Açougue,2025-03,256028.25,2.66,6810.35,2.0
U009,Açougue,2025-04,231037.54,2.94,6792.5,2.0
U009,Açougue,2025-05,264671.39,2.59,6854.99,2.0
U009,Açougue,2025-06,263254.44,2.24,5896.9,2.0
U009,Padaria,2023-06,234757.4,8.36,19625.72,2.0
U009,Padaria,2023-07,246370.97,8.14,20054.6,2.0
U009,Padaria,2023-08,285172.56,7.69,21929.77,2.0
U009,Padaria,2023-09,285220.31,6.23,17769.23,2.0
U009,Padaria,2023-10,241529.35,7.68,18549.45,2.0
U009,Padaria,2023-11,227177.37,5.56,12631.06,2.0
U009,Padaria,2023-12,219298.55,7.18,15745.64,2.0
U009,Padaria,2024-01,230204.77,6.83,15722.99,2.0
U009,Padaria,2024-02,226096.59,6.29,14221.48,2.0
U009,Padaria,2024-03,271242.22,5.11,13860.48,2.0
U009,Padaria,2024-04,244764.5,4.8,11748.7,2.0
U009,Padaria,2024-05,273833.23,5.93,16238.31,2.0
U009,Padaria,2024-06,294144.43,5.64,16589.75,2.0
U009,Padaria,2024-07,236670.02,4.18,9892.81,2.0
U009,Padaria,2024-08,271758.2,5.06,13750.96,2.0
U009,Padaria,2024-09,257511.68,3.84,9888.45,2.0
U009,Padaria,2024-10,251781.14,3.91,9844.64,2.0
U009,Padaria,2024-11,220109.28,3.57,7857.9,2.0
U009,Padaria,2024-12,242986.4,4.41,10715.7,2.0
U009,Padaria,2025-01,227864.34,4.05,9228.51,2.0
U009,Padaria,2025-02,229048.22,3.42,7833.45,2.0
U009,Padaria,2025-03,232378.55,3.16,7343.16,2.0
U009,Padaria,2025-04,229983.62,3.2,7359.48,2.0
U009,Padaria,2025-05,257199.08,3.03,7793.13,2.0
U009,Padaria,2025-06,245847.04,2.32,5703.65,2.0
U009,Frios e Laticínios,2023-06,289441.9,5.99,17337.57,2.0
U009,Frios e Laticínios,2023-07,235167.74,5.57,13098.84,2.0
U009,Frios e Laticínios,2023-08,286700.49,6.47,18549.52,2.0
U009,Frios e Laticínios,2023-09,239629.33,5.9,14138.13,2.0
U009,Frios e Laticínios,2023-10,238987.15,4.83,11543.08,2.0
U009,Frios e Laticínios,2023-11,221903.44,4.52,10030.04,2.0
U009,Frios e Laticínios,2023-12,250055.16,5.04,12602.78,2.0
U009,Frios e Laticínios,2024-01,246544.19,4.95,12203.94,2.0
U009,Frios e Laticínios,2024-02,271656.85,4.01,10893.44,2.0
U009,Frios e Laticínios,2024-03,260534.8,4.75,12375.4,2.0
U009,Frios e Laticínios,2024-04,271822.22,4.44,12068.91,2.0
U009,Frios e Laticínios,2024-05,285999.97,4.82,13785.2,2.0
U009,Frios e Laticínios,2024-06,249373.27,4.31,10747.99,2.0
U009,Frios e Laticínios,2024-07,250905.79,3.68,9233.33,2.0
U009,Frios e Laticínios,2024-08,248431.7,4.25,10558.35,2.0
U009,Frios e Laticínios,2024-09,250197.88,3.44,8606.81,2.0
U009,Frios e Laticínios,2024-10,295587.38,3.04,8985.86,2.0
U009,Frios e Laticínios,2024-11,265461.17,2.76,7326.73,2.0
U009,Frios e Laticínios,2024-12,238217.04,3.47,8266.13,2.0
U009,Frios e Laticínios,2025-01,247651.83,3.01,7454.32,2.0
U009,Frios e Laticínios,2025-02,233878.17,2.54,5940.51,2.0
U009,Frios e Laticínios,2025-03,283607.28,2.29,6494.61,2.0
U009,Frios e Laticínios,2025-04,288657.33,2.63,7591.69,2.0
U009,Frios e Laticínios,2025-05,272123.18,1.96,5333.61,2.0
U009,Frios e Laticínios,2025-06,268422.96,1.99,5341.62,2.0
U009,Mercearia,2023-06,242918.96,2.03,4931.25,2.0
U009,Mercearia,2023-07,218643.35,2.22,4853.88,2.0
U009,Mercearia,2023-08,284410.76,2.03,5773.54,2.0
U009,Mercearia,2023-09,264262.67,1.84,4862.43,2.0
U009,Mercearia,2023-10,236656.38,2.05,4851.46,2.0
U009,Mercearia,2023-11,275912.16,1.8,4966.42,2.0
U009,Mercearia,2023-12,273510.48,1.61,4403.52,2.0
U009,Mercearia,2024-01,259168.55,1.57,4068.95,2.0
U009,Mercearia,2024-02,270812.79,1.62,4387.17,2.0
U009,Mercearia,2024-03,267086.62,1.43,3819.34,2.0
U009,Mercearia,2024-04,235794.64,1.48,3489.76,2.0
U009,Mercearia,2024-05,239008.92,1.45,3465.63,2.0
U009,Mercearia,2024-06,255081.33,1.52,3877.24,2.0
U009,Mercearia,2024-07,258843.34,1.38,3572.04,2.0
U009,Mercearia,2024-08,235637.28,1.23,2898.34,2.0
U009,Mercearia,2024-09,290108.21,1.06,3075.15,2.0
U009,Mercearia,2024-10,258989.02,1.14,2952.47,2.0
U009,Mercearia,2024-11,281315.8,1.09,3066.34,2.0
U009,Mercearia,2024-12,231867.17,0.94,2179.55,2.0
U009,Mercearia,2025-01,254080.19,1.06,2693.25,2.0
U009,Mercearia,2025-02,282402.81,0.96,2711.07,2.0
U009,Mercearia,2025-03,285514.52,0.96,2740.94,2.0
U009,Mercearia,2025-04,247983.08,0.7,1735.88,2.0
U009,Mercearia,2025-05,281656.6,0.83,2337.75,2.0
U009,Mercearia,2025-06,230439.43,0.62,1428.72,2.0
U009,Bebidas,2023-06,226501.94,1.39,3148.38,2.0
U009,Bebidas,2023-07,280533.58,1.4,3927.47,2.0
U009,Bebidas,2023-08,253502.1,1.43,3625.08,2.0
U009,Bebidas,2023-09,249085.15,1.21,3013.93,2.0
U009,Bebidas,2023-10,272186.92,1.54,4191.68,2.0
U009,Bebidas,2023-11,255471.94,1.28,3270.04,2.0
U009,Bebidas,2023-12,277107.65,1.37,3796.37,2.0
U009,Bebidas,2024-01,271042.45,1.09,2954.36,2.0
U009,Bebidas,2024-02,258739.23,1.13,2923.75,2.0
U009,Bebidas,2024-03,247173.98,1.05,2595.33,2.0
U009,Bebidas,2024-04,247973.13,1.04,2578.92,2.0
U009,Bebidas,2024-05,234065.79,0.9,2106.59,2.0
U009,Bebidas,2024-06,223025.25,1.03,2297.16,2.0
U009,Bebidas,2024-07,273973.93,0.88,2410.97,2.0
U009,Bebidas,2024-08,243566.79,0.87,2119.03,2.0
U009,Bebidas,2024-09,282919.47,0.82,2319.94,2.0
U009,Bebidas,2024-10,267645.31,0.75,2007.34,2.0
U009,Bebidas,2024-11,234129.83,0.9,2107.17,2.0
U009,Bebidas,2024-12,279692.73,0.75,2097.7,2.0
U009,Bebidas,2025-01,247239.17,0.75,1854.29,2.0
U009,Bebidas,2025-02,252709.46,0.59,1490.99,2.0
U009,Bebidas,2025-03,273538.52,0.62,1695.94,2.0
U009,Bebidas,2025-04,250039.87,0.57,1425.23,2.0
U009,Bebidas,2025-05,281120.89,0.59,1658.61,2.0
U009,Bebidas,2025-06,248298.99,0.5,1241.49,2.0
U009,Congelados,2023-06,289914.46,3.07,8900.37,2.0
U009,Congelados,2023-07,293506.17,2.65,7777.91,2.0
U009,Congelados,2023-08,247296.03,3.02,7468.34,2.0
U009,Congelados,2023-09,243986.19,2.89,7051.2,2.0
U009,Congelados,2023-10,276894.39,2.33,6451.64,2.0
U009,Congelados,2023-11,259134.31,2.5,6478.36,2.0
U009,Congelados,2023-12,288101.31,2.51,7231.34,2.0
U009,Congelados,2024-01,220545.46,2.62,5778.29,2.0
U009,Congelados,2024-02,254253.19,2.42,6152.93,2.0
U009,Congelados,2024-03,283339.03,2.24,6346.79,2.0
U009,Congelados,2024-04,255106.47,2.13,5433.77,2.0
U009,Congelados,2024-05,252501.76,2.35,5933.79,2.0
U009,Congelados,2024-06,258052.57,2.02,5212.66,2.0
U009,Congelados,2024-07,270286.5,2.13,5757.1,2.0
U009,Congelados,2024-08,249557.98,2.0,4991.16,2.0
U009,Congelados,2024-09,271016.35,1.54,4173.65,2.0
U009,Congelados,2024-10,277911.91,1.73,4807.88,2.0
U009,Congelados,2024-11,227683.48,1.75,3984.46,2.0
U009,Congelados,2024-12,224521.98,1.41,3165.76,2.0
U009,Congelados,2025-01,226417.36,1.59,3600.04,2.0
U009,Congelados,2025-02,276684.04,1.21,3347.88,2.0
U009,Congelados,2025-03,222814.65,1.32,2941.15,2.0
U009,Congelados,2025-04,273424.61,1.28,3499.84,2.0
U009,Congelados,2025-05,222797.19,1.13,2517.61,2.0
U009,Congelados,2025-06,250811.28,1.11,2784.01,2.0
U010,Hortifruti,2023-06,197044.86,9.23,18187.24,2.0
U010,Hortifruti,2023-07,190556.54,9.59,18274.37,2.0
U010,Hortifruti,2023-08,162908.7,7.61,12397.35,2.0
U010,Hortifruti,2023-09,146024.21,8.31,12134.61,2.0
U010,Hortifruti,2023-10,159840.04,9.2,14705.28,2.0
U010,Hortifruti,2023-11,161813.51,7.23,11699.12,2.0
U010,Hortifruti,2023-12,189885.17,6.98,13253.98,2.0
U010,Hortifruti,2024-01,171993.31,7.42,12761.9,2.0
U010,Hortifruti,2024-02,148344.81,6.88,10206.12,2.0
U010,Hortifruti,2024-03,190291.3,6.41,12197.67,2.0
U010,Hortifruti,2024-04,189770.12,7.16,13587.54,2.0
U010,Hortifruti,2024-05,156103.23,5.86,9147.65,2.0
U010,Hortifruti,2024-06,173323.66,5.26,9116.82,2.0
U010,Hortifruti,2024-07,169588.69,5.61,9513.93,2.0
U010,Hortifruti,2024-08,175737.04,5.57,9788.55,2.0
U010,Hortifruti,2024-09,186931.68,5.13,9589.6,2.0
U010,Hortifruti,2024-10,192996.62,4.64,8955.04,2.0
U010,Hortifruti,2024-11,148345.39,4.94,7328.26,2.0
U010,Hortifruti,2024-12,173129.78,4.36,7548.46,2.0
U010,Hortifruti,2025-01,174767.87,4.25,7427.63,2.0
U010,Hortifruti,2025-02,159782.94,3.91,6247.51,2.0
U010,Hortifruti,2025-03,160707.48,4.23,6797.93,2.0
U010,Hortifruti,2025-04,186983.74,3.87,7236.27,2.0
U010,Hortifruti,2025-05,169094.57,3.49,5901.4,2.0
U010,Hortifruti,2025-06,168593.87,3.56,6001.94,2.0
U010,Açougue,2023-06,148682.56,7.24,10764.62,2.0
U010,Açougue,2023-07,178591.21,6.2,11072.66,2.0
U010,Açougue,2023-08,190078.13,5.32,10112.16,2.0
U010,Açougue,2023-09,176380.35,5.2,9171.78,2.0
U010,Açougue,2023-10,193151.92,5.24,10121.16,2.0
U010,Açougue,2023-11,186893.04,5.72,10690.28,2.0
U010,Açougue,2023-12,180369.52,5.44,9812.1,2.0
U010,Açougue,2024-01,160880.19,5.54,8912.76,2.0
U010,Açougue,2024-02,188827.01,4.65,8780.46,2.0
U010,Açougue,2024-03,192918.42,4.39,8469.12,2.0
U010,Açougue,2024-04,150901.49,4.32,6518.94,2.0
U010,Açougue,2024-05,186047.28,4.01,7460.5,2.0
U010,Açougue,2024-06,167041.26,4.98,8318.65,2.0
U010,Açougue,2024-07,158961.76,4.41,7010.21,2.0
U010,Açougue,2024-08,180989.8,4.53,8198.84,2.0
U010,Açougue,2024-09,148628.47,3.46,5142.55,2.0
U010,Açougue,2024-10,147861.77,3.9,5766.61,2.0
U010,Açougue,2024-11,160815.52,3.86,6207.48,2.0
U010,Açougue,2024-12,175648.6,3.06,5374.85,2.0
U010,Açougue,2025-01,174543.85,2.98,5201.41,2.0
U010,Açougue,2025-02,192612.19,2.67,5142.75,2.0
U010,Açougue,2025-03,188981.41,2.66,5026.91,2.0
U010,Açougue,2025-04,186824.85,2.35,4390.38,2.0
U010,Açougue,2025-05,165848.63,2.8,4643.76,2.0
U010,Açougue,2025-06,165255.84,1.96,3239.01,2.0
U010,Padaria,2023-06,157201.63,7.82,12293.17,2.0
U010,Padaria,2023-07,150527.5,7.4,11139.03,2.0
U010,Padaria,2023-08,183166.6,7.02,12858.3,2.0
U010,Padaria,2023-09,180629.49,6.75,12192.49,2.0
U010,Padaria,2023-10,188322.59,5.91,11129.87,2.0
U010,Padaria,2023-11,193199.17,5.75,11108.95,2.0
U010,Padaria,2023-12,194027.79,7.22,14008.81,2.0
U010,Padaria,2024-01,160667.59,6.13,9848.92,2.0
U010,Padaria,2024-02,184304.68,5.61,10339.49,2.0
U010,Padaria,2024-03,193534.04,5.67,10973.38,2.0
U010,Padaria,2024-04,170643.93,4.8,8190.91,2.0
U010,Padaria,2024-05,176457.1,5.84,10305.09,2.0
U010,Padaria,2024-06,150262.32,5.12,7693.43,2.0
U010,Padaria,2024-07,159660.38,4.33,6913.29,2.0
U010,Padaria,2024-08,189192.39,5.21,9856.92,2.0
U010,Padaria,2024-09,193265.49,4.09,7904.56,2.0
U010,Padaria,2024-10,176509.37,3.65,6442.59,2.0
U010,Padaria,2024-11,163421.07,4.61,7533.71,2.0
U010,Padaria,2024-12,179478.78,4.36,7825.27,2.0
U010,Padaria,2025-01,162846.95,3.15,5129.68,2.0
U010,Padaria,2025-02,158437.53,3.39,5371.03,2.0
U010,Padaria,2025-03,154912.66,3.47,5375.47,2.0
U010,Padaria,2025-04,161051.95,3.29,5298.61,2.0
U010,Padaria,2025-05,174471.86,2.46,4292.01,2.0
U010,Padaria,2025-06,174080.66,2.31,4021.26,2.0
U010,Frios e Laticínios,2023-06,176344.92,6.52,11497.69,2.0
U010,Frios e Laticínios,2023-07,147448.82,5.77,8507.8,2.0
U010,Frios e Laticínios,2023-08,150714.52,5.7,8590.73,2.0
U010,Frios e Laticínios,2023-09,152501.28,5.76,8784.07,2.0
U010,Frios e Laticínios,2023-10,163861.94,5.48,8979.63,2.0
U010,Frios e Laticínios,2023-11,179818.87,4.99,8972.96,2.0
U010,Frios e Laticínios,2023-12,154441.59,4.52,6980.76,2.0
U010,Frios e Laticínios,2024-01,162769.59,5.51,8968.6,2.0
U010,Frios e Laticínios,2024-02,190633.74,5.18,9874.83,2.0
U010,Frios e Laticínios,2024-03,153379.05,4.51,6917.4,2.0
U010,Frios e Laticínios,2024-04,190923.17,3.84,7331.45,2.0
U010,Frios e Laticínios,2024-05,171229.48,3.73,6386.86,2.0
U010,Frios e Laticínios,2024-06,151761.39,4.09,6207.04,2.0
U010,Frios e Laticínios,2024-07,154149.95,3.85,5934.77,2.0
U010,Frios e Laticínios,2024-08,171777.42,3.76,6458.83,2.0
U010,Frios e Laticínios,2024-09,155882.39,3.42,5331.18,2.0
U010,Frios e Laticínios,2024-10,156177.86,3.3,5153.87,2.0
U010,Frios e Laticínios,2024-11,158051.2,2.88,4551.87,2.0
U010,Frios e Laticínios,2024-12,171520.95,3.42,5866.02,2.0
U010,Frios e Laticínios,2025-01,146491.44,3.25,4760.97,2.0
U010,Frios e Laticínios,2025-02,170832.05,3.12,5329.96,2.0
U010,Frios e Laticínios,2025-03,175049.74,2.81,4918.9,2.0
U010,Frios e Laticínios,2025-04,157504.9,2.56,4032.13,2.0
U010,Frios e Laticínios,2025-05,153616.65,2.43,3732.88,2.0
U010,Frios e Laticínios,2025-06,147304.46,1.95,2872.44,2.0
U010,Mercearia,2023-06,172360.26,1.94,3343.79,2.0
U010,Mercearia,2023-07,191511.68,1.82,3485.51,2.0
U010,Mercearia,2023-08,175466.59,1.66,2912.75,2.0
U010,Mercearia,2023-09,176329.41,1.69,2979.97,2.0
U010,Mercearia,2023-10,182269.2,1.94,3536.02,2.0
U010,Mercearia,2023-11,158352.87,1.5,2375.29,2.0
U010,Mercearia,2023-12,196266.09,1.72,3375.78,2.0
U010,Mercearia,2024-01,177509.91,1.4,2485.14,2.0
U010,Mercearia,2024-02,187610.35,1.66,3114.33,2.0
U010,Mercearia,2024-03,187399.76,1.44,2698.56,2.0
U010,Mercearia,2024-04,193072.07,1.44,2780.24,2.0
U010,Mercearia,2024-05,194073.0,1.2,2328.88,2.0
U010,Mercearia,2024-06,166651.11,1.31,2183.13,2.0
U010,Mercearia,2024-07,158305.95,1.14,1804.69,2.0
U010,Mercearia,2024-08,180624.3,1.33,2402.3,2.0
U010,Mercearia,2024-09,163422.14,1.06,1732.27,2.0
U010,Mercearia,2024-10,155907.46,1.01,1574.67,2.0
U010,Mercearia,2024-11,162740.25,0.99,1611.13,2.0
U010,Mercearia,2024-12,197003.68,1.17,2304.94,2.0
U010,Mercearia,2025-01,170385.97,1.06,1806.09,2.0
U010,Mercearia,2025-02,185790.53,0.92,1709.27,2.0
U010,Mercearia,2025-03,184360.86,0.97,1788.3,2.0
U010,Mercearia,2025-04,155950.57,0.84,1309.98,2.0
U010,Mercearia,2025-05,189208.73,0.78,1475.83,2.0
U010,Mercearia,2025-06,150465.59,0.76,1143.54,2.0
U010,Bebidas,2023-06,163673.12,1.6,2618.77,2.0
U010,Bebidas,2023-07,195381.41,1.31,2559.5,2.0
U010,Bebidas,2023-08,184057.24,1.49,2742.45,2.0
U010,Bebidas,2023-09,188319.21,1.23,2316.33,2.0
U010,Bebidas,2023-10,192246.05,1.51,2902.92,2.0
U010,Bebidas,2023-11,188526.34,1.39,2620.52,2.0
U010,Bebidas,2023-12,176076.77,1.37,2412.25,2.0
U010,Bebidas,2024-01,188151.8,1.19,2239.01,2.0
U010,Bebidas,2024-02,190499.52,1.28,2438.39,2.0
U010,Bebidas,2024-03,195133.92,1.07,2087.93,2.0
U010,Bebidas,2024-04,194362.57,1.1,2137.99,2.0
U010,Bebidas,2024-05,195520.8,0.93,1818.34,2.0
U010,Bebidas,2024-06,158674.51,1.1,1745.42,2.0
U010,Bebidas,2024-07,157650.18,1.07,1686.86,2.0
U010,Bebidas,2024-08,169263.68,0.85,1438.74,2.0
U010,Bebidas,2024-09,171049.06,0.82,1402.6,2.0
U010,Bebidas,2024-10,180959.64,0.95,1719.12,2.0
U010,Bebidas,2024-11,165874.96,0.86,1426.52,2.0
U010,Bebidas,2024-12,186530.4,0.83,1548.2,2.0
U010,Bebidas,2025-01,194144.97,0.77,1494.92,2.0
U010,Bebidas,2025-02,166606.68,0.75,1249.55,2.0
U010,Bebidas,2025-03,179270.2,0.57,1021.84,2.0
U010,Bebidas,2025-04,163178.99,0.67,1093.3,2.0
U010,Bebidas,2025-05,188723.86,0.58,1094.6,2.0
U010,Bebidas,2025-06,145945.48,0.57,831.89,2.0
U010,Congelados,2023-06,146555.33,2.99,4382.0,2.0
